"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Mannen (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Vrouwen (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Inwoners 15 jaar of ouder (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Ongehuwd (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gehuwd (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gescheiden (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Verweduwd (in % van  inwoners 15 jaar of ouder)";"Landbouw/Graasdieren/Rundvee (aantal)";"Landbouw/Graasdieren/Schapen (aantal)";"Lokalisering/Gemeenten (aantal)";"Lokalisering/Wijken (aantal)";"Lokalisering/Buurten (aantal)"
"2015";"Dordrecht";118899;58646;60253;98978;36;47,4;10,2;6,4;405;1218;;13;129
"2016";"Dordrecht";118801;58582;60219;99196;36,4;46,9;10,4;6,3;389;916;;13;129
"2017";"Dordrecht";118731;58684;60047;99509;36,8;46,6;10,5;6,2;293;790;;13;129
"2008";"Drechterland";18818;9587;9231;15146;30,6;59;5,3;5,1;5996;4394;;6;17
"2009";"Drechterland";19091;9714;9377;15373;30,9;58,7;5,3;5,1;6156;3659;;6;17
"2010";"Drechterland";19291;9787;9504;15611;30,4;58,5;5,9;5,2;6135;3597;;6;17
"2011";"Drechterland";19335;9815;9520;15698;30,8;57,9;6,1;5,2;6002;3650;;6;17
"2012";"Drechterland";19300;9796;9504;15759;31;57,4;6,3;5,3;6134;3265;;6;17
"2013";"Drechterland";19298;9789;9509;15797;31,6;56,7;6,4;5,3;6292;3037;;6;17
"2014";"Drechterland";19250;9737;9513;15839;31,8;56,2;6,6;5,4;6445;2770;;6;17
"2015";"Drechterland";19294;9759;9535;15935;32,2;55,7;6,7;5,5;6646;2203;;6;17
"2016";"Drechterland";19400;9811;9589;16082;32,7;55;6,8;5,5;6699;1878;;6;17
"2017";"Drechterland";19384;9835;9549;16141;33,3;54,2;6,9;5,5;6378;2081;;6;17
"2008";"Driebergen-Rijsenburg";;;;;;;;;;;;;
"2009";"Driebergen-Rijsenburg";;;;;;;;;;;;;
"2010";"Driebergen-Rijsenburg";;;;;;;;;;;;;
"2011";"Driebergen-Rijsenburg";;;;;;;;;;;;;
"2012";"Driebergen-Rijsenburg";;;;;;;;;;;;;
"2013";"Driebergen-Rijsenburg";;;;;;;;;;;;;
"2014";"Driebergen-Rijsenburg";;;;;;;;;;;;;
"2015";"Driebergen-Rijsenburg";;;;;;;;;;;;;
"2016";"Driebergen-Rijsenburg";;;;;;;;;;;;;
"2017";"Driebergen-Rijsenburg";;;;;;;;;;;;;
"2008";"Drimmelen";26623;13311;13312;22007;28,3;60,1;5,1;6,5;8100;2810;;6;18
"2009";"Drimmelen";26624;13305;13319;22065;28,4;59,7;5,4;6,6;8212;2255;;6;18
"2010";"Drimmelen";26591;13289;13302;22104;28,3;59;6;6,7;7865;2513;;6;18
"2011";"Drimmelen";26477;13223;13254;22070;28,2;58,7;6,2;6,8;6871;2645;;6;18
"2012";"Drimmelen";26664;13335;13329;22318;28,7;58,3;6,3;6,7;7136;2043;;6;18
"2013";"Drimmelen";26737;13385;13352;22468;29,5;57,4;6,4;6,7;7582;2751;;6;18
"2014";"Drimmelen";26695;13333;13362;22525;29,9;56,7;6,6;6,8;7826;2745;;6;18
"2015";"Drimmelen";26703;13355;13348;22616;30,5;56;6,8;6,8;8026;3497;;6;18
"2016";"Drimmelen";26815;13434;13381;22784;31;55,3;7,1;6,5;8409;2387;;6;18
"2017";"Drimmelen";26869;13472;13397;22903;31,5;54,7;7,3;6,5;8069;2710;;6;18
"2008";"Dronten";38528;19569;18959;30696;31,2;58;6,3;4,6;10182;1604;;7;42
"2009";"Dronten";39206;19910;19296;31343;31,5;57,6;6,3;4,5;10131;1632;;7;42
"2010";"Dronten";39787;20184;19603;31922;31,5;57;6,9;4,6;10039;1553;;7;42
"2011";"Dronten";40164;20303;19861;32272;31,6;56,6;7,2;4,6;8769;1165;;7;42
"2012";"Dronten";40470;20523;19947;32613;31,9;56;7,3;4,8;12281;1296;;7;42
"2013";"Dronten";40679;20624;20055;32919;32,1;55,6;7,5;4,8;13259;1166;;7;42
"2014";"Dronten";40413;20461;19952;32816;31,8;55,5;7,8;4,9;14012;869;;7;42
"2015";"Dronten";40363;20416;19947;33022;32,2;54,8;8;5;17456;1397;;7;42
"2016";"Dronten";40592;20501;20091;33388;32,7;54,2;8,1;5;18310;1209;;7;42
"2017";"Dronten";40746;20502;20244;33675;32,7;53,9;8,2;5,2;17702;1370;;7;42
"2008";"Drunen";;;;;;;;;;;;;
"2009";"Drunen";;;;;;;;;;;;;
"2010";"Drunen";;;;;;;;;;;;;
"2011";"Drunen";;;;;;;;;;;;;
"2012";"Drunen";;;;;;;;;;;;;
"2013";"Drunen";;;;;;;;;;;;;
"2014";"Drunen";;;;;;;;;;;;;
"2015";"Drunen";;;;;;;;;;;;;
"2016";"Drunen";;;;;;;;;;;;;
"2017";"Drunen";;;;;;;;;;;;;
"2008";"Druten";18082;8977;9105;14481;31,9;56,9;6;5,2;5035;4550;;1;13
"2009";"Druten";18102;9001;9101;14541;32,3;56,5;6,1;5,1;5193;3386;;1;13
"2010";"Druten";18084;9001;9083;14562;32,1;56,1;6,6;5,2;5240;4931;;1;13
"2011";"Druten";18097;9005;9092;14603;32,3;55,7;6,7;5,3;5477;2993;;1;13
"2012";"Druten";18193;9036;9157;14751;32,8;55;6,9;5,4;5501;1822;;1;13
"2013";"Druten";18203;9037;9166;14814;33,4;54,5;6,9;5,3;5407;1579;;1;13
"2014";"Druten";18210;9033;9177;14932;33,9;53,4;7,3;5,4;5299;1476;;5;17
"2015";"Druten";18294;9099;9195;15089;34,2;52,9;7,6;5,4;5687;1485;;5;17
"2016";"Druten";18407;9147;9260;15278;34,6;51,9;7,9;5,6;5325;1285;;5;17
"2017";"Druten";18563;9245;9318;15535;35,2;51,4;8;5,5;5251;880;;5;17
"2008";"Duiveland";;;;;;;;;;;;;
"2009";"Duiveland";;;;;;;;;;;;;
"2010";"Duiveland";;;;;;;;;;;;;
"2011";"Duiveland";;;;;;;;;;;;;
"2012";"Duiveland";;;;;;;;;;;;;
"2013";"Duiveland";;;;;;;;;;;;;
"2014";"Duiveland";;;;;;;;;;;;;
"2015";"Duiveland";;;;;;;;;;;;;
"2016";"Duiveland";;;;;;;;;;;;;
"2017";"Duiveland";;;;;;;;;;;;;
"2008";"Duiven";25560;12502;13058;20128;28;59,6;7;5,5;2136;1722;;1;10
"2009";"Duiven";25510;12507;13003;20186;28,5;59;7,3;5,3;2089;1678;;1;10
"2010";"Duiven";25593;12549;13044;20387;28,3;58,6;7,8;5,3;2105;1893;;1;10
"2011";"Duiven";25550;12533;13017;20486;28,7;57,8;8,1;5,3;1962;1630;;1;10
"2012";"Duiven";25525;12514;13011;20626;29;57,2;8,3;5,5;1942;1991;;1;14
"2013";"Duiven";25554;12518;13036;20884;29,5;56,2;8,6;5,8;2079;1773;;1;14
"2014";"Duiven";25609;12596;13013;21092;30,1;55,2;8,9;5,8;2087;1676;;6;14
"2015";"Duiven";25548;12576;12972;21180;30,6;54,6;9,1;5,7;2095;1949;;6;14
"2016";"Duiven";25433;12508;12925;21248;30,8;54,3;9,3;5,7;2144;1519;;6;14
"2017";"Duiven";25398;12528;12870;21390;31,3;53,7;9,4;5,6;1947;1438;;6;14
"2008";"Den Dungen";;;;;;;;;;;;;
"2009";"Den Dungen";;;;;;;;;;;;;
"2010";"Den Dungen";;;;;;;;;;;;;
"2011";"Den Dungen";;;;;;;;;;;;;
"2012";"Den Dungen";;;;;;;;;;;;;
"2013";"Den Dungen";;;;;;;;;;;;;
"2014";"Den Dungen";;;;;;;;;;;;;
"2015";"Den Dungen";;;;;;;;;;;;;
"2016";"Den Dungen";;;;;;;;;;;;;
"2017";"Den Dungen";;;;;;;;;;;;;
"2008";"Dussen";;;;;;;;;;;;;
"2009";"Dussen";;;;;;;;;;;;;
"2010";"Dussen";;;;;;;;;;;;;
"2011";"Dussen";;;;;;;;;;;;;
"2012";"Dussen";;;;;;;;;;;;;
"2013";"Dussen";;;;;;;;;;;;;
"2014";"Dussen";;;;;;;;;;;;;
"2015";"Dussen";;;;;;;;;;;;;
"2016";"Dussen";;;;;;;;;;;;;
"2017";"Dussen";;;;;;;;;;;;;
"2008";"Dwingeloo";;;;;;;;;;;;;
"2009";"Dwingeloo";;;;;;;;;;;;;
"2010";"Dwingeloo";;;;;;;;;;;;;
"2011";"Dwingeloo";;;;;;;;;;;;;
"2012";"Dwingeloo";;;;;;;;;;;;;
"2013";"Dwingeloo";;;;;;;;;;;;;
"2014";"Dwingeloo";;;;;;;;;;;;;
"2015";"Dwingeloo";;;;;;;;;;;;;
"2016";"Dwingeloo";;;;;;;;;;;;;
"2017";"Dwingeloo";;;;;;;;;;;;;
"2008";"Echt";;;;;;;;;;;;;
"2009";"Echt";;;;;;;;;;;;;
"2010";"Echt";;;;;;;;;;;;;
"2011";"Echt";;;;;;;;;;;;;
"2012";"Echt";;;;;;;;;;;;;
"2013";"Echt";;;;;;;;;;;;;
"2014";"Echt";;;;;;;;;;;;;
"2015";"Echt";;;;;;;;;;;;;
"2016";"Echt";;;;;;;;;;;;;
"2017";"Echt";;;;;;;;;;;;;
"2008";"Echteld";;;;;;;;;;;;;
"2009";"Echteld";;;;;;;;;;;;;
"2010";"Echteld";;;;;;;;;;;;;
"2011";"Echteld";;;;;;;;;;;;;
"2012";"Echteld";;;;;;;;;;;;;
"2013";"Echteld";;;;;;;;;;;;;
"2014";"Echteld";;;;;;;;;;;;;
"2015";"Echteld";;;;;;;;;;;;;
"2016";"Echteld";;;;;;;;;;;;;
"2017";"Echteld";;;;;;;;;;;;;
"2008";"Echt-Susteren";32172;16069;16103;27376;28,9;56,4;7,1;7,6;7606;3914;;11;46
"2009";"Echt-Susteren";32049;16022;16027;27385;29,2;56;7,2;7,6;7735;3589;;11;46
"2010";"Echt-Susteren";32282;16232;16050;27691;29,4;55,3;7,8;7,5;7588;3661;;11;46
"2011";"Echt-Susteren";32264;16197;16067;27708;29,4;55,1;8;7,6;7543;3729;;11;46
"2012";"Echt-Susteren";32165;16096;16069;27731;29,6;54,5;8,3;7,6;7957;3490;;11;56
"2013";"Echt-Susteren";32072;16035;16037;27744;29,9;54;8,5;7,6;7819;3403;;11;56
"2014";"Echt-Susteren";31976;16003;15973;27714;30,2;53,5;8,7;7,6;7480;3378;;11;57
"2015";"Echt-Susteren";31947;16016;15931;27751;30,5;53,2;8,8;7,6;8219;3001;;11;57
"2016";"Echt-Susteren";31943;16027;15916;27785;30,8;52,4;9;7,7;8543;1829;;11;57
"2017";"Echt-Susteren";31815;15997;15818;27758;31,3;51,7;9,3;7,7;7521;1721;;11;57
"2008";"Edam-Volendam";28448;14284;14164;22754;29,2;59,9;5;5,9;1192;2036;;3;18
"2009";"Edam-Volendam";28483;14312;14171;22796;29,3;59,7;5,1;5,8;1233;1901;;3;18
"2010";"Edam-Volendam";28506;14300;14206;22877;29,1;59,3;5,7;5,8;1298;2095;;3;18
"2011";"Edam-Volendam";28583;14322;14261;23003;29,4;58,8;5,9;5,9;1230;1530;;3;18
"2012";"Edam-Volendam";28700;14368;14332;23176;29,9;58,3;6;5,8;1173;1217;;3;19
"2013";"Edam-Volendam";28754;14353;14401;23278;30,4;57,8;6,1;5,8;1197;1151;;3;19
"2014";"Edam-Volendam";28920;14449;14471;23530;31,1;56,9;6,2;5,8;1080;878;;3;19
"2015";"Edam-Volendam";29087;14535;14552;23796;31,7;56,2;6,4;5,8;1216;750;;3;19
"2016";"Edam-Volendam";35465;17692;17773;29358;32,2;55,4;6,7;5,7;7270;3178;;10;27
"2017";"Edam-Volendam";35800;17911;17889;29727;32,7;55;6,7;5,7;6902;3026;;10;27
"2008";"Ede";107686;52802;54884;86025;31,1;56,6;6;6,4;122788;5620;;16;67
"2009";"Ede";107623;52761;54862;86139;31,3;56,3;6,1;6,3;122987;5305;;16;67
"2010";"Ede";107756;52849;54907;86533;31,1;56,1;6,6;6,3;125895;5465;;16;67
"2011";"Ede";108285;53146;55139;87178;31,4;55,7;6,7;6,2;124056;4965;;16;67
"2012";"Ede";108763;53371;55392;87850;31,6;55,3;6,8;6,2;126003;4831;;17;71
"2013";"Ede";109823;53877;55946;88900;32;54,8;7;6,2;129259;6096;;17;71
"2014";"Ede";110656;54301;56355;89780;32,3;54,3;7,2;6,1;123541;4657;;17;71
"2015";"Ede";111575;54790;56785;90774;32,7;53,9;7,4;6,1;120355;4715;;17;71
"2016";"Ede";112427;55301;57126;91645;32,9;53,6;7,5;6;136550;3925;;17;71
"2017";"Ede";113421;55914;57507;92655;33,1;53,4;7,6;5,9;133799;3596;;17;71
"2008";"Eelde";;;;;;;;;;;;;
"2009";"Eelde";;;;;;;;;;;;;
"2010";"Eelde";;;;;;;;;;;;;
"2011";"Eelde";;;;;;;;;;;;;
"2012";"Eelde";;;;;;;;;;;;;
"2013";"Eelde";;;;;;;;;;;;;
"2014";"Eelde";;;;;;;;;;;;;
"2015";"Eelde";;;;;;;;;;;;;
"2016";"Eelde";;;;;;;;;;;;;
"2017";"Eelde";;;;;;;;;;;;;
"2008";"Eemnes";8964;4433;4531;7075;30,8;56,7;8,1;4,4;3222;1232;;1;8
"2009";"Eemnes";8880;4401;4479;7060;31,1;56;8,5;4,4;3240;1279;;1;8
"2010";"Eemnes";8837;4379;4458;7034;30,8;55,7;9;4,6;3187;1122;;1;8
"2011";"Eemnes";8845;4369;4476;7069;30,7;55,5;9,2;4,6;3055;1111;;1;8
"2012";"Eemnes";8824;4365;4459;7064;30,4;55,2;9,7;4,7;2967;1672;;1;8
"2013";"Eemnes";8795;4367;4428;7102;30,9;54,7;9,6;4,8;2994;1505;;1;8
"2014";"Eemnes";8779;4340;4439;7132;31,1;54,1;9,8;4,9;3109;1739;;1;8
"2015";"Eemnes";8807;4359;4448;7217;31,3;53,5;10,2;4,9;3175;1434;;1;8
"2016";"Eemnes";8877;4389;4488;7316;32,2;52,5;10,3;4,9;3246;1082;;1;8
"2017";"Eemnes";8999;4434;4565;7474;32,8;51,6;10,6;5;3158;1020;;1;10
"2008";"Eemsmond";16542;8429;8113;13429;30,5;55,2;6,7;7,6;6913;13624;;5;27
"2009";"Eemsmond";16487;8385;8102;13458;31;54,8;6,7;7,5;7059;12871;;5;27
"2010";"Eemsmond";16426;8349;8077;13473;30,7;54,3;7,5;7,4;7031;11821;;5;27
"2011";"Eemsmond";16357;8325;8032;13519;31,3;53,6;7,7;7,4;6788;11755;;5;27
"2012";"Eemsmond";16235;8255;7980;13421;31,3;53,4;7,9;7,4;7450;10368;;5;27
"2013";"Eemsmond";16083;8217;7866;13347;31,7;53,2;7,9;7,2;7302;11431;;5;27
"2014";"Eemsmond";15928;8144;7784;13298;32,1;52,6;8,1;7,2;7938;12352;;5;27
"2015";"Eemsmond";15770;8027;7743;13183;32;52,4;8,4;7,3;8842;11270;;5;27
"2016";"Eemsmond";15815;8050;7765;13246;32,4;51,8;8,6;7,2;8760;9324;;5;27
"2017";"Eemsmond";15656;7974;7682;13208;32,8;51,2;8,7;7,3;8206;10857;;5;27
"2008";"Eersel";18072;9193;8879;14830;29,3;59,6;5;6,1;12682;564;;6;23
"2009";"Eersel";18104;9216;8888;14976;29,9;58,7;5,2;6,3;12936;414;;6;23
"2010";"Eersel";18157;9255;8902;15110;30,3;57,9;5,6;6,2;13429;379;;6;23
"2011";"Eersel";18166;9237;8929;15193;30,6;57,2;5,9;6,4;12851;414;;6;23
"2012";"Eersel";18166;9220;8946;15229;30,8;56,6;6;6,6;12880;222;;6;23
"2013";"Eersel";18196;9225;8971;15345;31,3;56,1;6,2;6,4;13413;206;;6;23
"2014";"Eersel";18183;9188;8995;15368;31,7;55,5;6,4;6,5;14173;183;;6;23
"2015";"Eersel";18347;9288;9059;15503;32,2;54,6;6,9;6,4;14833;173;;6;23
"2016";"Eersel";18551;9377;9174;15710;32,7;53,9;6,9;6,5;14958;156;;6;23
"2017";"Eersel";18554;9411;9143;15736;32,7;53,7;7,1;6,5;13929;137;;6;23
"2008";"Egmond";;;;;;;;;;;;;
"2009";"Egmond";;;;;;;;;;;;;
"2010";"Egmond";;;;;;;;;;;;;
"2011";"Egmond";;;;;;;;;;;;;
"2012";"Egmond";;;;;;;;;;;;;
"2013";"Egmond";;;;;;;;;;;;;
"2014";"Egmond";;;;;;;;;;;;;
"2015";"Egmond";;;;;;;;;;;;;
"2016";"Egmond";;;;;;;;;;;;;
"2017";"Egmond";;;;;;;;;;;;;
"2008";"Eibergen";;;;;;;;;;;;;
"2009";"Eibergen";;;;;;;;;;;;;
"2010";"Eibergen";;;;;;;;;;;;;
"2011";"Eibergen";;;;;;;;;;;;;
"2012";"Eibergen";;;;;;;;;;;;;
"2013";"Eibergen";;;;;;;;;;;;;
"2014";"Eibergen";;;;;;;;;;;;;
"2015";"Eibergen";;;;;;;;;;;;;
"2016";"Eibergen";;;;;;;;;;;;;
"2017";"Eibergen";;;;;;;;;;;;;
"2008";"Eijsden";11495;5749;5746;9422;24,7;63;5,8;6,6;1829;167;;2;9
"2009";"Eijsden";11418;5717;5701;9428;25,3;62,4;5,9;6,5;2086;164;;2;9
"2010";"Eijsden";11439;5710;5729;9516;25,9;61,2;6,2;6,6;2094;159;;2;9
"2011";"Eijsden";;;;;;;;;;;;;
"2012";"Eijsden";;;;;;;;;;;;;
"2013";"Eijsden";;;;;;;;;;;;;
"2014";"Eijsden";;;;;;;;;;;;;
"2015";"Eijsden";;;;;;;;;;;;;
"2016";"Eijsden";;;;;;;;;;;;;
"2017";"Eijsden";;;;;;;;;;;;;
"2008";"Eijsden-Margraten";;;;;;;;;;;;;
"2009";"Eijsden-Margraten";;;;;;;;;;;;;
"2010";"Eijsden-Margraten";;;;;;;;;;;;;
"2011";"Eijsden-Margraten";24940;12487;12453;21038;27,5;60,2;6;6,3;8688;1612;;6;34
"2012";"Eijsden-Margraten";24994;12498;12496;21185;27,6;59,8;6,1;6,4;8249;1884;;6;34
"2013";"Eijsden-Margraten";25049;12516;12533;21348;28,6;58,7;6,2;6,5;8241;1735;;6;34
"2014";"Eijsden-Margraten";24979;12499;12480;21381;28,7;58,2;6,5;6,5;8757;1541;;6;34
"2015";"Eijsden-Margraten";24967;12446;12521;21464;29,1;57,6;6,7;6,6;8562;1570;;6;34
"2016";"Eijsden-Margraten";25123;12510;12613;21702;29,7;56,7;6,9;6,7;8972;1623;;6;34
"2017";"Eijsden-Margraten";25297;12594;12703;21893;29,9;56,4;7;6,7;8369;1726;;6;34
"2008";"Eindhoven";210333;106456;103877;177866;40,7;43,5;9,4;6,4;386;218;;7;109
"2009";"Eindhoven";212269;107570;104699;179653;41,3;43;9,4;6,3;370;213;;7;109
"2010";"Eindhoven";213809;108496;105313;180987;41,5;42,7;9,7;6,2;253;170;;7;116
"2011";"Eindhoven";216036;109977;106059;182944;42,1;42,2;9,7;6,1;357;205;;7;116
"2012";"Eindhoven";217225;110743;106482;183768;42,6;41,7;9,7;6;267;1942;;7;116
"2013";"Eindhoven";218433;111332;107101;184886;43,1;41,3;9,8;5,9;273;1816;;7;116
"2014";"Eindhoven";220920;112767;108153;187395;43,9;40,6;9,8;5,7;299;1617;;7;116
"2015";"Eindhoven";223209;114034;109175;189563;44,5;40;9,9;5,6;317;1453;;7;116
"2016";"Eindhoven";224755;115052;109703;191318;45,1;39,4;10;5,5;308;1474;;7;116
"2017";"Eindhoven";226868;116307;110561;193583;45,8;38,8;10;5,4;329;1597;;7;116
"2008";"Elburg";22231;10984;11247;17638;26,4;62,5;4,8;6,3;10750;4995;;3;17
"2009";"Elburg";22112;10920;11192;17551;26,3;62,6;4,8;6,4;9697;4066;;3;17
"2010";"Elburg";22176;10930;11246;17610;26,1;62,3;5,3;6,4;10786;5104;;3;17
"2011";"Elburg";22310;11009;11301;17786;26,3;61,9;5,5;6,3;10144;5728;;3;17
"2012";"Elburg";22416;11105;11311;17903;26,3;61,8;5,7;6,2;10262;5121;;3;17
"2013";"Elburg";22510;11137;11373;18010;26,4;61,5;5,8;6,3;9744;5508;;3;17
"2014";"Elburg";22645;11208;11437;18154;26,6;61,1;6;6,3;10624;5253;;3;17
"2015";"Elburg";22843;11317;11526;18349;26,9;60,6;6,2;6,4;10795;5707;;3;17
"2016";"Elburg";22929;11370;11559;18486;27,3;60,2;6,3;6,3;7485;3941;;3;17
"2017";"Elburg";23026;11468;11558;18608;27,6;59,8;6,5;6,1;9755;4916;;3;17
"2008";"Elst";;;;;;;;;;;;;
"2009";"Elst";;;;;;;;;;;;;
"2010";"Elst";;;;;;;;;;;;;
"2011";"Elst";;;;;;;;;;;;;
"2012";"Elst";;;;;;;;;;;;;
"2013";"Elst";;;;;;;;;;;;;
"2014";"Elst";;;;;;;;;;;;;
"2015";"Elst";;;;;;;;;;;;;
"2016";"Elst";;;;;;;;;;;;;
"2017";"Elst";;;;;;;;;;;;;
"2008";"Emmen";109151;53917;55234;90259;29,9;55,3;6,9;7,9;11306;4323;;16;82
"2009";"Emmen";109441;54084;55357;90638;30,3;54,8;6,9;7,9;12404;4542;;16;82
"2010";"Emmen";109491;54128;55363;90785;29,8;54,3;8;7,9;12879;5516;;16;82
"2011";"Emmen";109259;54040;55219;90780;30,2;53,7;8,2;7,9;12774;5387;;16;82
"2012";"Emmen";108838;53915;54923;90682;30,5;53,2;8,4;7,9;14941;4846;;16;82
"2013";"Emmen";108392;53662;54730;90489;30,7;52,7;8,7;7,9;16182;4409;;16;82
"2014";"Emmen";108052;53473;54579;90555;31,2;52;9;7,9;17424;4586;;27;83
"2015";"Emmen";107775;53399;54376;90678;31,6;51,3;9,3;7,8;18606;5355;;27;83
"2016";"Emmen";107584;53390;54194;90943;32,1;50,7;9,5;7,7;19111;3957;;27;83
"2017";"Emmen";107490;53461;54029;91189;32,7;50;9,7;7,7;18526;3878;;27;83
"2008";"Enkhuizen";17804;8854;8950;14688;32,8;52,3;8,7;6,2;406;520;;2;8
"2009";"Enkhuizen";18104;9020;9084;14947;33,2;51,8;8,8;6,2;446;510;;2;8
"2010";"Enkhuizen";18153;9080;9073;15053;32,9;51,1;9,9;6,1;419;695;;2;8
"2011";"Enkhuizen";18173;9093;9080;15079;32,8;51,1;10,1;6,1;415;895;;2;8
"2012";"Enkhuizen";18268;9129;9139;15219;33,2;50,6;10,2;6,1;413;1031;;2;8
"2013";"Enkhuizen";18315;9186;9129;15267;33,5;50,1;10,4;6;421;963;;2;8
"2014";"Enkhuizen";18376;9238;9138;15322;33,6;49,9;10,6;6;449;837;;2;8
"2015";"Enkhuizen";18345;9228;9117;15347;33,7;49,6;10,6;6,1;448;799;;2;8
"2016";"Enkhuizen";18455;9308;9147;15458;33,9;49,1;10,8;6,1;513;548;;2;8
"2017";"Enkhuizen";18479;9294;9185;15500;33,8;48,9;11;6,3;513;739;;2;8
"2008";"Enschede";154753;78633;76120;128847;39,3;46;7,9;6,8;8339;2219;;10;68
"2009";"Enschede";156071;79375;76696;130229;40;45,3;8,1;6,6;8612;1941;;10;70
"2010";"Enschede";157052;79838;77214;131193;40,1;44,6;8,7;6,6;8630;1833;;10;70
"2011";"Enschede";157838;80122;77716;131970;40,6;44,1;8,8;6,5;8146;2316;;10;70
"2012";"Enschede";158048;80221;77827;132497;41,1;43,7;8,8;6,4;7549;1805;;10;70
"2013";"Enschede";158627;80449;78178;133126;41,5;43,2;9;6,4;7905;1875;;10;70
"2014";"Enschede";158586;80426;78160;133280;41,9;42,6;9,2;6,3;8503;1653;;10;70
"2015";"Enschede";158553;80411;78142;133390;42,2;42,1;9,4;6,3;8783;1459;;10;70
"2016";"Enschede";158351;80419;77932;133494;42,6;41,7;9,4;6,2;8895;746;;10;70
"2017";"Enschede";158140;80488;77652;133654;43;41,3;9,6;6,2;8397;704;;10;70
"2008";"Epe";32970;16213;16757;27255;27;59,5;5,2;8,2;20331;3860;;4;24
"2009";"Epe";32954;16215;16739;27292;27,5;59;5,4;8,1;20543;4186;;4;24
"2010";"Epe";32881;16211;16670;27324;27,1;58,6;6,2;8,1;21183;4499;;4;24
"2011";"Epe";32875;16192;16683;27363;27,4;58,1;6,4;8,1;22690;4049;;4;24
"2012";"Epe";32519;16047;16472;27221;27,5;57,8;6,6;8,1;25629;3606;;4;24
"2013";"Epe";32385;15974;16411;27156;27,6;57,4;6,9;8,1;26174;3954;;4;24
"2014";"Epe";32351;15986;16365;27209;28;56,9;7;8;28465;3996;;4;24
"2015";"Epe";32214;15919;16295;27214;28,2;56,5;7,4;7,9;24504;4302;;4;24
"2016";"Epe";32282;15963;16319;27370;28,5;56,2;7,5;7,8;23324;2609;;4;24
"2017";"Epe";32537;16131;16406;27627;28,8;55,7;7,8;7,8;23917;2820;;4;24
"2008";"Ermelo";26270;12901;13369;21678;31,1;56;6,3;6,6;21353;1464;;2;16
"2009";"Ermelo";26306;12916;13390;21805;31,4;55,5;6,4;6,7;23684;1453;;2;16
"2010";"Ermelo";26264;12919;13345;21872;31,2;55,2;6,9;6,7;22271;1408;;2;16
"2011";"Ermelo";26133;12858;13275;21817;31,1;55;7,1;6,8;23103;1320;;2;16
"2012";"Ermelo";26127;12866;13261;21824;31,2;54,8;7,2;6,8;19939;1480;;2;16
"2013";"Ermelo";26120;12886;13234;21930;31,3;54,6;7,3;6,7;20355;1649;;2;16
"2014";"Ermelo";26045;12883;13162;21928;31,4;54,5;7,5;6,7;19827;1553;;2;16
"2015";"Ermelo";26190;12948;13242;22060;31,6;54,1;7,7;6,6;20464;1196;;2;16
"2016";"Ermelo";26507;13149;13358;22432;32,2;53,6;7,8;6,4;23554;994;;2;16
"2017";"Ermelo";26590;13178;13412;22509;31,9;53,5;8,1;6,5;20636;1134;;2;16
"2008";"Esch";;;;;;;;;;;;;
"2009";"Esch";;;;;;;;;;;;;
"2010";"Esch";;;;;;;;;;;;;
"2011";"Esch";;;;;;;;;;;;;
"2012";"Esch";;;;;;;;;;;;;
"2013";"Esch";;;;;;;;;;;;;
"2014";"Esch";;;;;;;;;;;;;
"2015";"Esch";;;;;;;;;;;;;
"2016";"Esch";;;;;;;;;;;;;
"2017";"Esch";;;;;;;;;;;;;
"2008";"Etten-Leur";40435;20018;20417;33159;30;56,2;7,9;5,9;5228;602;;10;46
"2009";"Etten-Leur";40997;20322;20675;33636;30,4;55,7;8,1;5,8;4666;414;;10;46
"2010";"Etten-Leur";41524;20543;20981;34144;30,1;55,6;8,5;5,8;4717;518;;10;46
"2011";"Etten-Leur";41800;20690;21110;34386;30,4;55;8,6;6;5154;367;;10;46
"2012";"Etten-Leur";42048;20803;21245;34577;30,4;54,9;8,7;6;5535;307;;10;46
"2013";"Etten-Leur";42274;20907;21367;34813;30,4;54,6;9;6;5433;415;;10;46
"2014";"Etten-Leur";42357;20968;21389;34946;30,7;54,1;9,2;6,1;5374;618;;10;46
"2015";"Etten-Leur";42503;21032;21471;35112;30,9;53,6;9,5;5,9;5434;304;;10;46
"2016";"Etten-Leur";42832;21150;21682;35504;31,3;53,3;9,5;6;5789;366;;10;46
"2017";"Etten-Leur";43027;21243;21784;35710;31,6;52,8;9,6;6;5486;263;;10;46
