Perioden,Regio's,Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Mannen (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Vrouwen (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Inwoners 15 jaar of ouder (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Ongehuwd (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gehuwd (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gescheiden (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Verweduwd (in % van  inwoners 15 jaar of ouder),Landbouw/Graasdieren/Rundvee (aantal),Landbouw/Graasdieren/Schapen (aantal),Lokalisering/Gemeenten (aantal),Lokalisering/Wijken (aantal),Lokalisering/Buurten (aantal)
2011,Alphen-Chaam,9466,4800,4666,,,,,,,,,,
2012,Alphen-Chaam,9525,4825,4700,,,,,,,,,,
2013,Alphen-Chaam,9640,4881,4759,,,,,,,,,,
2014,Alphen-Chaam,9717,4920,4797,,,,,,,,,,
2015,Alphen-Chaam,9753,4951,4802,,,,,,,,,,
2016,Alphen-Chaam,9924,5058,4866,,,,,,,,,,
2017,Alphen-Chaam,10058,5121,4937,,,,,,,,,,
2008,Altena,,,,,,,,,,,,,
2009,Altena,,,,,,,,,,,,,
2010,Altena,,,,,,,,,,,,,
2011,Altena,,,,,,,,,,,,,
2012,Altena,,,,,,,,,,,,,
2013,Altena,,,,,,,,,,,,,
2014,Altena,,,,,,,,,,,,,
2015,Altena,,,,,,,,,,,,,
2016,Altena,,,,,,,,,,,,,
2017,Altena,,,,,,,,,,,,,
2008,Ambt Delden,,,,,,,,,,,,,
2009,Ambt Delden,,,,,,,,,,,,,
2010,Ambt Delden,,,,,,,,,,,,,
2011,Ambt Delden,,,,,,,,,,,,,
2012,Ambt Delden,,,,,,,,,,,,,
2013,Ambt Delden,,,,,,,,,,,,,
2014,Ambt Delden,,,,,,,,,,,,,
2015,Ambt Delden,,,,,,,,,,,,,
2016,Ambt Delden,,,,,,,,,,,,,
2017,Ambt Delden,,,,,,,,,,,,,
2008,Ambt Montfort,,,,,,,,,,,,,
2009,Ambt Montfort,,,,,,,,,,,,,
2010,Ambt Montfort,,,,,,,,,,,,,
2011,Ambt Montfort,,,,,,,,,,,,,
2012,Ambt Montfort,,,,,,,,,,,,,
2013,Ambt Montfort,,,,,,,,,,,,,
2014,Ambt Montfort,,,,,,,,,,,,,
2015,Ambt Montfort,,,,,,,,,,,,,
2016,Ambt Montfort,,,,,,,,,,,,,
2017,Ambt Montfort,,,,,,,,,,,,,
2008,Ameland,3456,1748,1708,,,,,,,,,,
2009,Ameland,3466,1752,1714,,,,,,,,,,
2010,Ameland,3501,1759,1742,,,,,,,,,,
2011,Ameland,3503,1751,1752,,,,,,,,,,
2012,Ameland,3526,1753,1773,,,,,,,,,,
2013,Ameland,3525,1750,1775,,,,,,,,,,
2014,Ameland,3578,1756,1822,,,,,,,,,,
2015,Ameland,3590,1764,1826,,,,,,,,,,
2016,Ameland,3611,1792,1819,,,,,,,,,,
2017,Ameland,3633,1799,1834,,,,,,,,,,
2008,Amerongen,,,,,,,,,,,,,
2009,Amerongen,,,,,,,,,,,,,
2010,Amerongen,,,,,,,,,,,,,
2011,Amerongen,,,,,,,,,,,,,
2012,Amerongen,,,,,,,,,,,,,
2013,Amerongen,,,,,,,,,,,,,
2014,Amerongen,,,,,,,,,,,,,
2015,Amerongen,,,,,,,,,,,,,
2016,Amerongen,,,,,,,,,,,,,
2017,Amerongen,,,,,,,,,,,,,
2008,Amersfoort,141211,69162,72049,,,,,,,,,,
2009,Amersfoort,143212,70304,72908,,,,,,,,,,
2010,Amersfoort,144862,71085,73777,,,,,,,,,,
2011,Amersfoort,146592,71979,74613,,,,,,,,,,
2012,Amersfoort,148250,72849,75401,,,,,,,,,,
2013,Amersfoort,149662,73526,76136,,,,,,,,,,
2014,Amersfoort,150897,74175,76722,,,,,,,,,,
2015,Amersfoort,152481,74967,77514,,,,,,,,,,
2016,Amersfoort,153602,75569,78033,,,,,,,,,,
2017,Amersfoort,154337,75943,78394,,,,,,,,,,
2008,Ammerzoden,,,,,,,,,,,,,
2009,Ammerzoden,,,,,,,,,,,,,
2010,Ammerzoden,,,,,,,,,,,,,
2011,Ammerzoden,,,,,,,,,,,,,
2012,Ammerzoden,,,,,,,,,,,,,
2013,Ammerzoden,,,,,,,,,,,,,
2014,Ammerzoden,,,,,,,,,,,,,
2015,Ammerzoden,,,,,,,,,,,,,
2016,Ammerzoden,,,,,,,,,,,,,
2017,Ammerzoden,,,,,,,,,,,,,
2008,Amstelveen,78980,37615,41365,,,,,,,,,,
2009,Amstelveen,79768,38055,41713,,,,,,,,,,
2010,Amstelveen,80695,38434,42261,,,,,,,,,,
2011,Amstelveen,81796,38921,42875,,,,,,,,,,
2012,Amstelveen,83363,39711,43652,,,,,,,,,,
2013,Amstelveen,84379,40227,44152,,,,,,,,,,
2014,Amstelveen,85015,40458,44557,,,,,,,,,,
2015,Amstelveen,87162,41577,45585,,,,,,,,,,
2016,Amstelveen,88602,42337,46265,,,,,,,,,,
2017,Amstelveen,89294,42739,46555,,,,,,,,,,
2008,Amsterdam,747093,367509,379584,,,,,,,,,,
2009,Amsterdam,755605,371858,383747,,,,,,,,,,
2010,Amsterdam,767457,378193,389264,,,,,,,,,,
2011,Amsterdam,779808,383802,396006,,,,,,,,,,
2012,Amsterdam,790110,389005,401105,,,,,,,,,,
2013,Amsterdam,799278,393261,406017,,,,,,,,,,
2014,Amsterdam,810937,399424,411513,,,,,,,,,,
2015,Amsterdam,821752,404881,416871,,,,,,,,,,
2016,Amsterdam,833624,411608,422016,,,,,,,,,,
2017,Amsterdam,844947,418127,426820,,,,,,,,,,
2008,Andijk,6581,3413,3168,,,,,,,,,,
2009,Andijk,6495,3358,3137,,,,,,,,,,
2010,Andijk,6504,3370,3134,,,,,,,,,,
2011,Andijk,,,,,,,,,,,,,
2012,Andijk,,,,,,,,,,,,,
2013,Andijk,,,,,,,,,,,,,
2014,Andijk,,,,,,,,,,,,,
2015,Andijk,,,,,,,,,,,,,
2016,Andijk,,,,,,,,,,,,,
2017,Andijk,,,,,,,,,,,,,
2008,Angerlo,,,,,,,,,,,,,
2009,Angerlo,,,,,,,,,,,,,
2010,Angerlo,,,,,,,,,,,,,
2011,Angerlo,,,,,,,,,,,,,
2012,Angerlo,,,,,,,,,,,,,
2013,Angerlo,,,,,,,,,,,,,
2014,Angerlo,,,,,,,,,,,,,
2015,Angerlo,,,,,,,,,,,,,
2016,Angerlo,,,,,,,,,,,,,
2017,Angerlo,,,,,,,,,,,,,
2008,Anloo,,,,,,,,,,,,,
2009,Anloo,,,,,,,,,,,,,
2010,Anloo,,,,,,,,,,,,,
2011,Anloo,,,,,,,,,,,,,
2012,Anloo,,,,,,,,,,,,,
2013,Anloo,,,,,,,,,,,,,
2014,Anloo,,,,,,,,,,,,,
2015,Anloo,,,,,,,,,,,,,
2016,Anloo,,,,,,,,,,,,,
2017,Anloo,,,,,,,,,,,,,
2008,Anna Paulowna,14123,7145,6978,,,,,,,,,,
2009,Anna Paulowna,14155,7180,6975,,,,,,,,,,
2010,Anna Paulowna,14234,7222,7012,,,,,,,,,,
2011,Anna Paulowna,14260,7216,7044,,,,,,,,,,
2012,Anna Paulowna,,,,,,,,,,,,,
2013,Anna Paulowna,,,,,,,,,,,,,
2014,Anna Paulowna,,,,,,,,,,,,,
2015,Anna Paulowna,,,,,,,,,,,,,
2016,Anna Paulowna,,,,,,,,,,,,,
2017,Anna Paulowna,,,,,,,,,,,,,
2008,Apeldoorn,155108,76185,78923,,,,,,,,,,
2009,Apeldoorn,155332,76473,78859,,,,,,,,,,
2010,Apeldoorn,155726,76754,78972,,,,,,,,,,
2011,Apeldoorn,156199,77088,79111,,,,,,,,,,
2012,Apeldoorn,156961,77525,79436,,,,,,,,,,
2013,Apeldoorn,157315,77616,79699,,,,,,,,,,
2014,Apeldoorn,157545,77796,79749,,,,,,,,,,
2015,Apeldoorn,158099,78163,79936,,,,,,,,,,
2016,Apeldoorn,159025,78809,80216,,,,,,,,,,
2017,Apeldoorn,160047,79491,80556,,,,,,,,,,
2008,Appingedam,12131,5868,6263,,,,,,,,,,
2009,Appingedam,12114,5854,6260,,,,,,,,,,
2010,Appingedam,12032,5791,6241,,,,,,,,,,
2011,Appingedam,12090,5871,6219,,,,,,,,,,
2012,Appingedam,12053,5822,6231,,,,,,,,,,
2013,Appingedam,12053,5835,6218,,,,,,,,,,
2014,Appingedam,12064,5846,6218,,,,,,,,,,
2015,Appingedam,12011,5807,6204,,,,,,,,,,
2016,Appingedam,12001,5802,6199,,,,,,,,,,
2017,Appingedam,11971,5802,6169,,,,,,,,,,
2008,Arcen en Velden,8743,4349,4394,,,,,,,,,,
2009,Arcen en Velden,8711,4327,4384,,,,,,,,,,
2010,Arcen en Velden,,,,,,,,,,,,,
2011,Arcen en Velden,,,,,,,,,,,,,
2012,Arcen en Velden,,,,,,,,,,,,,
2013,Arcen en Velden,,,,,,,,,,,,,
2014,Arcen en Velden,,,,,,,,,,,,,
2015,Arcen en Velden,,,,,,,,,,,,,
2016,Arcen en Velden,,,,,,,,,,,,,
2017,Arcen en Velden,,,,,,,,,,,,,
2008,Arnemuiden,,,,,,,,,,,,,
2009,Arnemuiden,,,,,,,,,,,,,
2010,Arnemuiden,,,,,,,,,,,,,
2011,Arnemuiden,,,,,,,,,,,,,
2012,Arnemuiden,,,,,,,,,,,,,
2013,Arnemuiden,,,,,,,,,,,,,
2014,Arnemuiden,,,,,,,,,,,,,
2015,Arnemuiden,,,,,,,,,,,,,
2016,Arnemuiden,,,,,,,,,,,,,
2017,Arnemuiden,,,,,,,,,,,,,
2008,Arnhem,143582,71065,72517,,,,,,,,,,
2009,Arnhem,145574,72212,73362,,,,,,,,,,
2010,Arnhem,147018,72967,74051,,,,,,,,,,
2011,Arnhem,148070,73507,74563,,,,,,,,,,
2012,Arnhem,149271,74067,75204,,,,,,,,,,
2013,Arnhem,149827,74359,75468,,,,,,,,,,
2014,Arnhem,150823,75029,75794,,,,,,,,,,
2015,Arnhem,152293,75872,76421,,,,,,,,,,
2016,Arnhem,153818,76616,77202,,,,,,,,,,
2017,Arnhem,155699,77707,77992,,,,,,,,,,
2008,Assen,65487,31986,33501,,,,,,,,,,
2009,Assen,66369,32365,34004,,,,,,,,,,
2010,Assen,66857,32607,34250,,,,,,,,,,
2011,Assen,67177,32829,34348,,,,,,,,,,
2012,Assen,67208,32931,34277,,,,,,,,,,
2013,Assen,67204,33009,34195,,,,,,,,,,
2014,Assen,67190,32989,34201,,,,,,,,,,
2015,Assen,67165,33015,34150,,,,,,,,,,
2016,Assen,67061,33027,34034,,,,,,,,,,
2017,Assen,67551,33368,34183,,,,,,,,,,
2008,Asten,16392,8377,8015,,,,,,,,,,
2009,Asten,16363,8373,7990,,,,,,,,,,
2010,Asten,16335,8369,7966,,,,,,,,,,
2011,Asten,16296,8343,7953,,,,,,,,,,
2012,Asten,16404,8409,7995,,,,,,,,,,
2013,Asten,16392,8434,7958,,,,,,,,,,
2014,Asten,16440,8456,7984,,,,,,,,,,
2015,Asten,16559,8506,8053,,,,,,,,,,
2016,Asten,16580,8524,8056,,,,,,,,,,
2017,Asten,16714,8604,8110,,,,,,,,,,
2008,Avereest,,,,,,,,,,,,,
2009,Avereest,,,,,,,,,,,,,
2010,Avereest,,,,,,,,,,,,,
2011,Avereest,,,,,,,,,,,,,
2012,Avereest,,,,,,,,,,,,,
2013,Avereest,,,,,,,,,,,,,
2014,Avereest,,,,,,,,,,,,,
2015,Avereest,,,,,,,,,,,,,
2016,Avereest,,,,,,,,,,,,,
2017,Avereest,,,,,,,,,,,,,
2008,Axel,,,,,,,,,,,,,
2009,Axel,,,,,,,,,,,,,
2010,Axel,,,,,,,,,,,,,
2011,Axel,,,,,,,,,,,,,
2012,Axel,,,,,,,,,,,,,
2013,Axel,,,,,,,,,,,,,
2014,Axel,,,,,,,,,,,,,
2015,Axel,,,,,,,,,,,,,
2016,Axel,,,,,,,,,,,,,
2017,Axel,,,,,,,,,,,,,
2008,Baarle-Nassau,6664,3389,3275,,,,,,,,,,
2009,Baarle-Nassau,6682,3418,3264,,,,,,,,,,
2010,Baarle-Nassau,6703,3437,3266,,,,,,,,,,
2011,Baarle-Nassau,6704,3424,3280,,,,,,,,,,
2012,Baarle-Nassau,6722,3424,3298,,,,,,,,,,
2013,Baarle-Nassau,6699,3407,3292,,,,,,,,,,
2014,Baarle-Nassau,6612,3358,3254,,,,,,,,,,
2015,Baarle-Nassau,6599,3353,3246,,,,,,,,,,
2016,Baarle-Nassau,6611,3345,3266,,,,,,,,,,
2017,Baarle-Nassau,6657,3381,3276,,,,,,,,,,
2008,Baarn,24406,11711,12695,,,,,,,,,,
2009,Baarn,24335,11675,12660,,,,,,,,,,
2010,Baarn,24317,11659,12658,,,,,,,,,,
2011,Baarn,24379,11715,12664,,,,,,,,,,
2012,Baarn,24352,11709,12643,,,,,,,,,,
2013,Baarn,24277,11675,12602,,,,,,,,,,
2014,Baarn,24314,11715,12599,,,,,,,,,,
2015,Baarn,24406,11761,12645,,,,,,,,,,
2016,Baarn,24521,11826,12695,,,,,,,,,,
2017,Baarn,24529,11838,12691,,,,,,,,,,
2008,Bakel en Milheeze,,,,,,,,,,,,,
2009,Bakel en Milheeze,,,,,,,,,,,,,
2010,Bakel en Milheeze,,,,,,,,,,,,,
2011,Bakel en Milheeze,,,,,,,,,,,,,
2012,Bakel en Milheeze,,,,,,,,,,,,,
2013,Bakel en Milheeze,,,,,,,,,,,,,
2014,Bakel en Milheeze,,,,,,,,,,,,,
2015,Bakel en Milheeze,,,,,,,,,,,,,
2016,Bakel en Milheeze,,,,,,,,,,,,,
2017,Bakel en Milheeze,,,,,,,,,,,,,
2008,Barendrecht,44962,22215,22747,,,,,,,,,,
2009,Barendrecht,45861,22663,23198,,,,,,,,,,
2010,Barendrecht,46449,22957,23492,,,,,,,,,,
2011,Barendrecht,46831,23144,23687,,,,,,,,,,
2012,Barendrecht,47053,23229,23824,,,,,,,,,,
2013,Barendrecht,47371,23325,24046,,,,,,,,,,
2014,Barendrecht,47377,23332,24045,,,,,,,,,,
2015,Barendrecht,47521,23420,24101,,,,,,,,,,
2016,Barendrecht,47861,23570,24291,,,,,,,,,,
2017,Barendrecht,48344,23860,24484,,,,,,,,,,
2008,Barneveld,51486,25612,25874,,,,,,,,,,
2009,Barneveld,52066,25885,26181,,,,,,,,,,
2010,Barneveld,52490,26098,26392,,,,,,,,,,
2011,Barneveld,53026,26365,26661,,,,,,,,,,
2012,Barneveld,53521,26617,26904,,,,,,,,,,
2013,Barneveld,53751,26718,27033,,,,,,,,,,
2014,Barneveld,54152,26954,27198,,,,,,,,,,
2015,Barneveld,54703,27170,27533,,,,,,,,,,
2016,Barneveld,55441,27523,27918,,,,,,,,,,
2017,Barneveld,56376,28056,28320,,,,,,,,,,
2008,Bathmen,,,,,,,,,,,,,
2009,Bathmen,,,,,,,,,,,,,
2010,Bathmen,,,,,,,,,,,,,
2011,Bathmen,,,,,,,,,,,,,
2012,Bathmen,,,,,,,,,,,,,
2013,Bathmen,,,,,,,,,,,,,
2014,Bathmen,,,,,,,,,,,,,
2015,Bathmen,,,,,,,,,,,,,
2016,Bathmen,,,,,,,,,,,,,
2017,Bathmen,,,,,,,,,,,,,
2008,Bedum,10550,5303,5247,,,,,,,,,,
2009,Bedum,10462,5269,5193,,,,,,,,,,
2010,Bedum,10447,5244,5203,,,,,,,,,,
2011,Bedum,10495,5280,5215,,,,,,,,,,
2012,Bedum,10508,5281,5227,,,,,,,,,,
2013,Bedum,10553,5280,5273,,,,,,,,,,
2014,Bedum,10494,5248,5246,,,,,,,,,,
2015,Bedum,10441,5223,5218,,,,,,,,,,
2016,Bedum,10433,5230,5203,,,,,,,,,,
2017,Bedum,10479,5241,5238,,,,,,,,,,
2008,Beek (L.),16696,8152,8544,,,,,,,,,,
2009,Beek (L.),16607,8107,8500,,,,,,,,,,
2010,Beek (L.),16579,8063,8516,,,,,,,,,,
2011,Beek (L.),16548,8057,8491,,,,,,,,,,
2012,Beek (L.),16457,7999,8458,,,,,,,,,,
2013,Beek (L.),16367,7953,8414,,,,,,,,,,
2014,Beek (L.),16271,7892,8379,,,,,,,,,,
2015,Beek (L.),16214,7879,8335,,,,,,,,,,
2016,Beek (L.),16068,7826,8242,,,,,,,,,,
2017,Beek (L.),15951,7802,8149,,,,,,,,,,
2008,Beek en Donk,,,,,,,,,,,,,
2009,Beek en Donk,,,,,,,,,,,,,
2010,Beek en Donk,,,,,,,,,,,,,
